year,state,county,rural,metro,overdosedeaths,percapitapills,totaldoses,PCT_MEN,PCT_WHITE,PCT_BLACK,POP_DENSITY,NP_PC,MD_PC,NP_RX,PDMP_LAW
2009,AK,"KETCHIKAN GATEWAY (B), AK",0,0,3.496746874,42.67743176,555020,51.25720877,71.31872357,1.061130334,0.026768017,69.20415225,242.2145329,1,0
2009,AK,"PR OF WALES-OUTERKETCH(CA), AK",1,0,6.148450479,19.32044099,106900,55.12380264,52.81041027,0.216880535,0.135992725,90.36688957,48.19567444,1,0
2009,AK,"NORTH SLOPE (B), AK",0,0,1.543846344,0.088862559,600,53.37677725,13.75888626,1.244075829,0.000761257,29.62085308,44.43127962,1,0
2009,AK,"SOUTHEAST FAIRBANKS (CA), AK",1,0,1.275739642,0.290191526,2000,51.47997678,80.84735926,2.408589669,0.002782532,43.52872896,65.29309344,1,0
2009,AK,"ALEUTIANS WEST (CA), AK",0,0,0.83103288,6.417686199,29900,65.03541533,44.92380339,3.627387851,0.010612079,42.92766688,64.39150032,1,0
2009,AK,"JUNEAU (B), AK",0,0,7.411246968,27.73087414,854000,50.71437849,72.80166255,1.149499935,0.113977786,55.20197428,284.1278088,1,0
2009,AK,"SITKA (B), AK",0,0,2.565345823,30.39899394,265900,50.79455813,66.60569338,0.445867154,0.030473742,125.7574025,354.4072253,1,0
2009,AK,"BETHEL (CA), AK",0,0,1.532203955,0.173524666,3011,52.71438451,12.66136468,0.956662056,0.004277052,46.10419548,92.20839096,1,0
2009,AK,"ANCHORAGE (B), AK",0,1,99,32.05297476,9172728,50.76282262,71.71476095,6.911529349,1.678754957,81.06955908,335.1108067,1,0
2009,AK,"HAINES (B), AK",1,0,1.748043603,25.30220925,60700,51.3130471,83.24301792,0.25010421,0.010346761,41.68403501,333.4722801,1,0
2009,AK,"VALDEZ-CORDOVA (CA), AK",1,0,3.329775815,29.40797941,274200,53.53925354,73.43414843,0.45045045,0.00272314,42.9000429,91.16259116,1,0
2009,AK,"WRANGELL-PETERSBURG (CA), AK",0,0,25,8.730964467,51600,52.26734349,71.89509306,0.304568528,0.093583734,456.8527919,157.9244219,1,0
2009,AK,"NOME (CA), AK",0,0,0.989733311,0.03194548,300,53.27441167,17.43158343,0.638909594,0.004089843,31.94547971,101.1606858,1,0
2010,AK,"MATANUSKA-SUSITNA (B), AK",0,1,41,41.27670094,3673420,52.27428507,87.08466768,0.001123659,0.036165215,29.21512445,116.8604978,1,0
2010,AK,"FAIRBANKS NORTH STAR (B), AK",0,1,17,27.4465316,2678260,53.72203605,79.82855269,0.004611553,0.132976571,45.09074512,198.8091944,1,0
2010,AK,"HAINES (B), AK",1,0,0.714599053,24.5215311,61500,50.4784689,82.1969697,0.015948963,0.010816872,39.87240829,318.9792663,1,0
2010,AK,"KETCHIKAN GATEWAY (B), AK",0,0,2.878172883,42.11619797,567600,50.64554426,69.07323588,0.004452029,0.027739528,66.78044075,230.0215181,1,0
2010,AK,"NORTH SLOPE (B), AK",0,0,1.184524921,0.116648993,1100,50.65747614,22.13149523,0.010604454,0.001063189,21.20890774,21.20890774,1,0
2010,AK,"WRANGELL-PETERSBURG (CA), AK",0,0,19.66382997,11.12690355,65760,52.26734349,71.89509306,0.304568528,0.032680823,609.1370558,78.96221094,1,0
2010,AK,"ANCHORAGE (B), AK",0,1,92,32.15069939,9382410,50.55632466,69.4146512,0.001918952,1.71191074,79.49942774,336.8445581,1,0
2010,AK,"KENAI PENINSULA (B), AK",0,0,20,48.39512635,2681090,52.23285199,85.84566787,0.000902527,0.034462745,54.15162455,171.4801444,1,0
2010,AK,"ALEUTIANS WEST (CA), AK",0,0,0.650592691,4.693400468,26100,60.69951448,39.24653839,0.107894264,0.012666618,35.96475454,71.92950908,1,0
2010,AK,"VALDEZ-CORDOVA (CA), AK",1,0,3.231339657,28.92278954,278700,52.96803653,73.08011623,0.005188875,0.002814262,41.51100042,72.64425073,1,0
2010,AK,"BETHEL (CA), AK",0,0,1.458886477,0.179744901,3058,53.52377594,12.60212778,0.002351143,0.004193493,47.02286487,99.92358784,1,0
2010,AK,"KODIAK ISLAND (B), AK",0,0,2.029081328,21.83637434,296800,53.45791642,59.48719835,0.005150088,0.020752476,14.71453796,206.0035315,1,0
2010,AK,"SOUTHEAST FAIRBANKS (CA), AK",1,0,1.283256125,0.497937118,3500,53.09432352,80.69426661,0.015649452,0.002837843,42.68032437,71.13387395,1,0
2010,AK,"SITKA (B), AK",0,0,2.910143033,29.86150208,265200,50.57988965,66.40018016,0.005629997,0.030940585,123.8599257,360.3197838,1,0
2010,AK,"NOME (CA), AK",0,0,1.191210381,0.04214075,400,53.91382217,17.67277708,0.003160556,0.004133829,31.60556258,105.3518753,1,0
2010,AK,"PR OF WALES-OUTERKETCH(CA), AK",1,0,16.43463279,21.43502621,118600,55.12380264,52.81041027,0.216880535,0.08804481,361.4675583,24.09783722,1,0
2010,AK,"JUNEAU (B), AK",0,0,14,27.11446843,848005,51.04236611,72.21422862,0.002877698,0.115750593,54.35651479,284.5723421,1,0
2011,AK,"ANCHORAGE (B), AK",0,1,100,33.48562439,9897346,50.68274859,67.63575464,5.901816829,1.733873806,83.56734445,346.4492337,1,0
2011,AK,"SOUTHEAST FAIRBANKS (CA), AK",1,0,1.471097273,0.560852496,4000,54.90745934,80.93101514,1.402131239,0.002879428,42.06393718,70.10656197,1,0
2011,AK,"ALEUTIANS WEST (CA), AK",0,0,0.769213579,5.250726744,28900,67.60537791,41.27906977,6.75872093,0.012536786,72.6744186,72.6744186,1,0
2011,AK,"BETHEL (CA), AK",0,0,1.549274979,0.229673863,4000,52.04983923,12.00620119,0.591410198,0.004292827,51.6766192,103.3532384,1,0
2011,AK,"PR OF WALES-OUTERKETCH(CA), AK",1,0,0.886536366,19.86264233,109900,55.12380264,52.81041027,0.216880535,0.175572761,0,0,1,0
2011,AK,"WRANGELL-PETERSBURG (CA), AK",0,0,6.612508331,10.00338409,59120,52.26734349,71.89509306,0.304568528,0.071616398,253.8071066,0,1,0
2011,AK,"VALDEZ-CORDOVA (CA), AK",1,0,3.37471061,27.50255885,268700,53.38792221,74.07369498,0.788126919,0.002853398,61.41248721,71.64790174,1,0
2011,AK,"MATANUSKA-SUSITNA (B), AK",0,1,40,45.0091358,4138410,51.56396146,85.08254845,1.212668305,0.037364424,28.27746721,110.9346791,1,0
2011,AK,"KENAI PENINSULA (B), AK",0,0,19,48.48524683,2729380,52.2338479,84.98569982,0.641287549,0.035018255,53.29259411,168.7598813,1,0
2011,AK,"NORTH SLOPE (B), AK",0,0,1.490584575,0.107755446,1024,62.6118068,34.14711144,1.157529201,0.00107142,21.04598548,21.04598548,1,0
2011,AK,"SITKA (B), AK",0,0,2.309756423,28.73100983,257200,50.72609473,66.66666667,0.804289544,0.031187943,134.0482574,413.3154602,1,0
2011,AK,"JUNEAU (B), AK",0,0,12,28.670097,922145,50.70575799,70.73125233,1.181445094,0.119040834,55.96318866,276.7068773,1,0
2011,AK,"KETCHIKAN GATEWAY (B), AK",0,0,2.856519053,43.48414625,591080,51.38674318,68.73390716,0.735672773,0.027978289,80.924005,220.7018318,1,0
2011,AK,"HAINES (B), AK",1,0,0.714375921,17.38449491,44400,50.93970243,83.24197338,0.626468285,0.011015268,39.15426782,313.2341425,1,0
2011,AK,"FAIRBANKS NORTH STAR (B), AK",0,1,19,30.74512057,3049670,52.69679006,78.15045568,5.011492862,0.135171929,46.37470764,204.6536011,1,0
2011,AK,"KODIAK ISLAND (B), AK",0,0,1.813014775,20.97029988,290900,52.98442907,57.59803922,1.146193772,0.021179984,14.41753172,216.2629758,1,0
2012,AK,"NORTH SLOPE (B), AK",0,0,1.658492477,0.0622213,600,62.35611324,34.14912372,1.213315358,0.001087204,20.74043348,31.11065021,1,0
2012,AK,"DENALI (B), AK",1,0,0.66576273,0.533333333,1000,54.82666667,89.92,0.906666667,0.001470426,0,0,1,0
2012,AK,"SOUTHEAST FAIRBANKS (CA), AK",1,0,1.463238965,0.279955207,2000,55.50111982,80.78107503,1.357782755,0.002884273,13.99776036,69.98880179,1,0
2012,AK,"PR OF WALES-OUTERKETCH(CA), AK",0,0,5.906037767,19.75420206,109300,55.12380264,52.81041027,0.216880535,0.100282742,180.7337791,0,1,0
2012,AK,"KENAI PENINSULA (B), AK",0,0,23,48.39165202,2753485,52.26010545,84.92442882,0.729349736,0.035395852,56.23901582,177.5043937,1,0
2012,AK,"BETHEL (CA), AK",0,0,1.544860354,0.6356362,11280,51.76941283,12.36334949,0.653668432,0.004374168,56.35072692,107.0663812,1,0
2012,AK,"MATANUSKA-SUSITNA (B), AK",0,1,37,44.65179665,4193920,51.67527282,84.84109662,1.167953154,0.038168637,31.94037796,119.2440777,1,0
2012,AK,"SITKA (B), AK",0,0,2.387165365,31.54432899,285350,50.21003759,67.05726288,0.851204952,0.03151543,110.5460977,397.9659518,1,0
2012,AK,"JUNEAU (B), AK",0,0,12,28.9154073,941370,50.85084163,70.60142524,1.31158619,0.120491649,58.36097801,276.4467379,1,0
2012,AK,"VALDEZ-CORDOVA (CA), AK",1,0,3.069583762,29.22712771,284000,53.15426572,73.76762375,0.833590614,0.002837919,51.45621076,82.32993722,1,0
2012,AK,"KETCHIKAN GATEWAY (B), AK",0,0,2.968070844,47.11967487,649262,51.60751869,67.76253719,0.892662748,0.02836113,87.08904855,203.20778,1,0
2012,AK,"HAINES (B), AK",1,0,0.835776147,16.74373041,42730,51.21473354,83.22884013,0.548589342,0.011006642,78.36990596,313.4796238,1,0
2012,AK,"KODIAK ISLAND (B), AK",0,0,1.580583046,19.63621041,279600,53.68354519,57.59533675,1.376501159,0.021740325,14.04593019,196.6430227,1,0
2012,AK,"ALEUTIANS WEST (CA), AK",1,0,1.223667665,3.389219398,18800,67.31566613,41.03118803,6.796466559,0.012634729,72.11105102,18.02776275,1,0
2012,AK,"FAIRBANKS NORTH STAR (B), AK",0,1,23,29.4929791,2957320,53.20328706,77.7255864,5.292604117,0.136643677,48.86708154,209.4303494,1,0
2012,AK,"WRANGELL-PETERSBURG (CA), AK",0,0,25,11.50423012,67990,52.26734349,71.89509306,0.304568528,0.07592595,10896.78511,0,1,0
2012,AK,"ANCHORAGE (B), AK",0,1,100,33.81875356,10098618,50.94069187,66.9659422,6.175613677,1.751707065,89.74917116,354.3082951,1,0
2013,AK,"KENAI PENINSULA (B), AK",0,0,27,48.86573223,2792530,52.41744973,84.62911439,0.871436821,0.035549503,57.74581343,176.7371866,1,0
2013,AK,"SITKA (B), AK",0,0,2.689954371,36.98558758,333610,50.70953437,67.03991131,0.964523282,0.031424849,110.864745,388.0266075,1,0
2013,AK,"JUNEAU (B), AK",0,0,12,28.03551745,915640,51.13288426,70.27250459,1.543172076,0.120876559,58.17513778,269.4427434,1,0
2013,AK,"HAINES (B), AK",1,0,1.678442916,15.01929012,38930,50.23148148,81.25,0.50154321,0.01117916,38.58024691,308.6419753,1,0
2013,AK,"FAIRBANKS NORTH STAR (B), AK",0,1,24,26.84415946,2696120,53.78549524,77.66139631,5.510972161,0.136867165,47.7916285,221.0362818,1,0
2013,AK,"WRANGELL-PETERSBURG (CA), AK",0,0,1.190763604,14.53299492,85890,52.26734349,71.89509306,0.304568528,0.147569228,33.84094755,0,1,0
2013,AK,"PR OF WALES-OUTERKETCH(CA), AK",0,0,0.65112174,22.24832821,123100,55.12380264,52.81041027,0.216880535,0.116418036,72.29351166,0,1,0
2013,AK,"MATANUSKA-SUSITNA (B), AK",0,1,30,41.30693756,3932090,51.96445079,84.52180856,1.296327422,0.038683512,31.51525338,114.5054206,1,0
2013,AK,"KODIAK ISLAND (B), AK",0,0,1.469605563,17.07110011,241300,53.92288645,57.59462328,1.322957198,0.021581537,14.14927485,198.0898479,1,0
2013,AK,"SOUTHEAST FAIRBANKS (CA), AK",1,0,1.701693439,0.486757337,3400,55.70508232,80.24337867,1.517537581,0.002820079,14.31639227,71.58196135,1,0
2013,AK,"KETCHIKAN GATEWAY (B), AK",0,0,3.165230484,50.14931896,688500,52.07225581,68.32981281,0.888629907,0.028258216,116.5416272,218.515551,1,0
2013,AK,"ANCHORAGE (B), AK",0,1,105,32.85460043,9887592,51.38494767,66.64794816,6.28443263,1.765433982,93.37099186,357.2021931,1,0
2013,AK,"ALEUTIANS WEST (CA), AK",1,0,1.404625214,2.540373798,14000,67.73725277,40.51896208,7.439666122,0.01255273,72.58210851,0,1,0
2013,AK,"BETHEL (CA), AK",0,0,1.724976001,0.366933213,6516,51.68374817,12.10721928,0.709539363,0.004377126,61.9439126,101.3627661,1,0
2013,AK,"VALDEZ-CORDOVA (CA), AK",1,0,3.221227656,29.15087576,284600,53.05746185,73.76830892,0.85014852,0.002851353,51.21376626,81.94202602,1,0
2013,AK,"NORTH SLOPE (B), AK",0,0,1.67993623,0.092917613,900,62.12058641,34.13173653,1.145983894,0.001092052,20.64835846,30.97253768,1,0
2014,AK,"SITKA (B), AK",0,0,2.817096852,39.18876404,348780,51.29213483,67.01123596,1.112359551,0.03100678,112.3595506,393.258427,1,0
2014,AK,"HAINES (B), AK",1,0,1.681305525,10.83398285,27800,48.98674981,79.11145752,0.662509743,0.011067023,38.97116134,428.6827747,1,0
2014,AK,"MATANUSKA-SUSITNA (B), AK",0,1,40,38.29570299,3748460,52.45499683,83.84074702,1.316891768,0.039776657,33.71406387,104.2071065,1,0
2014,AK,"FAIRBANKS NORTH STAR (B), AK",0,1,24,27.13054943,2695610,54.10690741,77.33627223,5.447024367,0.135396779,50.32358062,227.4625844,1,0
2014,AK,"JUNEAU (B), AK",0,0,13,29.40257977,952820,51.16336481,69.88520644,1.570696785,0.11993649,58.63111769,259.2112572,1,0
2014,AK,"PR OF WALES-OUTERKETCH(CA), AK",0,0,25,23.97614314,132660,55.12380264,52.81041027,0.216880535,0.035503908,542.2013374,0,1,0
2014,AK,"ANCHORAGE (B), AK",0,1,111,33.67024351,10135080,51.39729577,66.05993156,6.306435002,1.765785954,98.00338859,371.7484469,1,0
2014,AK,"VALDEZ-CORDOVA (CA), AK",1,0,3.65128752,27.66336425,262470,52.74030354,73.96711636,0.938026981,0.002771038,63.23777403,84.31703204,1,0
2014,AK,"KETCHIKAN GATEWAY (B), AK",0,0,3.777238847,48.9025894,674220,52.06353812,68.41952564,0.884891565,0.028377597,108.7981432,217.5962864,1,0
2014,AK,"ALEUTIANS WEST (CA), AK",1,0,1.46905238,1.756521739,10100,67.6,37.80869565,7.617391304,0.013097115,104.3478261,0,1,0
2014,AK,"SOUTHEAST FAIRBANKS (CA), AK",1,0,1.872821002,0.432837974,3000,55.56196797,80.00288559,1.486077045,0.002798277,14.42793248,86.56759486,1,0
2014,AK,"KENAI PENINSULA (B), AK",0,0,35,46.39316596,2666540,52.41748873,84.48422847,0.798580302,0.035754787,64.37357552,173.9826365,1,0
2014,AK,"NORTH SLOPE (B), AK",0,0,1.722128943,0.061836545,600,62.49613522,33.92765124,1.453158817,0.001093969,10.3060909,30.9182727,1,0
2014,AK,"BETHEL (CA), AK",0,0,1.780327697,0.260241773,4650,51.66218939,12.07745691,0.845086188,0.00440424,61.56256996,100.7387508,1,0
2014,AK,"KODIAK ISLAND (B), AK",0,0,1.636856602,14.45731446,202200,53.83240383,57.16430716,1.53010153,0.021354041,14.3000143,200.2002002,1,0
2014,AK,"WRANGELL-PETERSBURG (CA), AK",0,0,0.887886174,14.65651438,86620,52.26734349,71.89509306,0.304568528,0.068019381,16.92047377,0,1,0
2006,AL,"AUTAUGA, AL",0,1,16.98013642,45.79006636,2277140,48.63663784,80.64548562,17.3215363,0.836585694,6.03257591,72.39091092,0,0
2006,AL,"PIKE, AL",0,0,5.987461578,25.66103984,760080,47.63335584,59.89196489,36.96488859,0.440714785,40.51316678,87.77852802,0,0
2006,AL,"WALKER, AL",0,1,12,100.9088443,7067050,48.33937802,92.14381586,6.54396436,0.885172967,31.41331353,105.6629637,0,0
2006,AL,"JEFFERSON, AL",0,1,120,39.98361809,26257242,47.38708695,56.40414192,41.28536623,5.909401771,51.92629816,586.8737628,0,0
2006,AL,"LAWRENCE, AL",0,1,9.379747559,38.41979482,1318260,49.04115178,79.64560504,11.7772208,0.496785776,17.48659361,32.05875495,0,0
2006,AL,"LIMESTONE, AL",0,1,23.97650547,35.50617011,2572280,50.70949397,84.8217983,13.15186484,1.293817195,30.3674461,88.34166138,0,0
2006,AL,"SUMTER, AL",1,0,3.109083498,9.961781567,135540,45.67102749,25.37115978,73.87182126,0.150527166,29.39879465,36.74849331,0,0
2006,AL,"HALE, AL",0,1,2.2961024,14.73184909,268650,50.37837245,40.4803685,58.72450099,0.283194086,21.93463479,49.35292827,0,0
2006,AL,"LAUDERDALE, AL",0,1,20.34865995,40.86561764,3591720,47.8149071,88.58699981,9.841735786,1.316324697,44.37314401,210.4879908,0,0
2006,AL,"BALDWIN, AL",0,0,40,37.56043319,6353798,49.02283019,88.39514785,9.736229177,1.064059178,18.32562869,224.0455894,0,0
2006,AL,"RANDOLPH, AL",0,0,5.230885565,29.43986239,667490,48.36148723,77.07405284,21.68217704,0.39054345,52.92638822,35.28425881,0,0
2006,AL,"WASHINGTON, AL",1,0,4.157231497,7.732139822,136480,48.97172965,65.56002493,26.17415444,0.163403412,16.99620418,45.32321115,0,0
2006,AL,"LAMAR, AL",1,0,6.107511162,20.62963981,300120,48.42590047,87.48281551,11.73357162,0.240522444,13.74759417,20.62139126,0,0
2006,AL,"ELMORE, AL",0,1,22.39851541,25.75269528,1949170,50.72138252,76.98710496,20.8791354,1.223774415,13.21213402,59.45460311,0,0
2006,AL,"LOWNDES, AL",0,1,1.373785361,3.448546124,44000,46.429971,28.32510385,70.96951172,0.178220726,15.67520966,39.18802414,0,0
2006,AL,"TALLADEGA, AL",0,0,10,37.03940402,2973190,48.88689564,67.24595433,31.3251361,1.089483971,22.42403857,90.9419342,0,0
2006,AL,"HENRY, AL",0,1,3.175210564,19.56961571,326930,47.85705734,67.80797318,31.09062612,0.297392078,11.97174668,41.90111337,0,0
2006,AL,"DEKALB, AL",0,0,16.2018036,33.14567589,2254370,49.29132237,95.89349252,1.765812921,0.875239676,26.46513953,69.10341988,0,0
2006,AL,"BARBOUR, AL",0,0,4.287609481,29.35856022,827060,52.54694544,51.93993823,46.59046537,0.318359552,7.099499485,60.34574562,0,0
2006,AL,"RUSSELL, AL",0,1,13.41591021,39.06119597,1956380,47.42138365,55.97683937,41.82090446,0.781186636,3.99321154,47.91853848,0,0
